id,pov,pov.m,pov.f,non.pov,non.pov.m,non.pov.f,pov.white,pov.white.m,pov.white.f,non.pov.white,non.pov.white.m,non.pov.white.f,pov.black,pov.black.m,pov.black.f,non.pov.black,non.pov.black.m,non.pov.black.f,pov.native,pov.native.m,pov.native.f,non.pov.native,non.pov.native.m,non.pov.native.f,pov.asian,pov.asian.m,pov.asian.f,non.pov.asian,non.pov.asian.m,non.pov.asian.f,pov.pacific,pov.pacific.m,pov.pacific.f,non.pov.pacific,non.pov.pacific.m,non.pov.pacific.f,pov.other,pov.other.m,pov.other.f,non.pov.other,non.pov.other.m,non.pov.other.f,pov.mixed,pov.mixed.m,pov.mixed.f,non.pov.mixed,non.pov.mixed.m,non.pov.mixed.f,pov.whitenonhisp,pov.whitenonhisp.m,pov.whitenonhisp.f,non.pov.whitenonhisp,non.pov.whitenonhisp.m,non.pov.whitenonhisp.f,pov.hisp,pov.hisp.m,pov.hisp.f,non.pov.hisp,non.pov.hisp.m,non.pov.hisp.f
18089043101,300,217,83,2658,1467,1191,267,184,83,2463,1360,1103,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,32,18,14,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,148,74,74,267,184,83,2307,1257,1050,0,0,0,219,132,87
18089043102,245,78,167,6767,3447,3320,215,65,150,6524,3335,3189,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,159,84,75,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,84,28,56,192,53,139,6394,3323,3071,36,25,11,130,12,118
18089043201,185,86,99,3522,1418,2104,185,86,99,3323,1306,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,18,26,0,0,0,0,0,0,0,0,0,72,57,15,0,0,0,83,37,46,170,71,99,3311,1306,2005,15,15,0,121,94,27
18089043202,502,320,182,6438,3092,3346,247,123,124,5917,2832,3085,0,0,0,165,100,65,0,0,0,6,6,0,0,0,0,210,89,121,0,0,0,5,0,5,227,169,58,22,11,11,28,28,0,113,54,59,195,79,116,5726,2786,2940,104,66,38,244,79,165
18089043300,377,130,247,8756,4463,4293,357,120,237,8210,4213,3997,0,0,0,71,30,41,0,0,0,6,0,6,0,0,0,53,21,32,0,0,0,10,10,0,0,0,0,266,89,177,20,10,10,140,100,40,357,120,237,7842,4014,3828,0,0,0,669,322,347
18089043401,360,175,185,6144,3045,3099,320,167,153,5848,2947,2901,0,0,0,0,0,0,0,0,0,1,1,0,31,0,31,133,72,61,0,0,0,0,0,0,0,0,0,67,23,44,9,8,1,95,2,93,271,118,153,5781,2926,2855,49,49,0,179,44,135
18089043403,1231,490,741,5358,2418,2940,1014,490,524,5331,2418,2913,217,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,952,473,479,5160,2326,2834,62,17,45,198,92,106
18089043404,201,118,83,1698,851,847,164,81,83,1653,828,825,37,37,0,45,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,81,83,1653,828,825,0,0,0,0,0,0
18089043405,175,52,123,5033,2642,2391,175,52,123,4750,2441,2309,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,158,111,47,0,0,0,105,80,25,175,52,123,4530,2372,2158,0,0,0,404,190,214
18089990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18091040100,831,429,402,1147,542,605,215,131,84,686,287,399,598,284,314,406,222,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,11,7,4,55,33,22,215,131,84,686,287,399,7,7,0,0,0,0
18091040300,689,350,339,1969,897,1072,345,145,200,1502,719,783,220,145,75,408,144,264,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,41,30,11,23,23,0,83,30,53,17,11,6,345,145,200,1470,719,751,41,30,11,88,38,50
18091040400,274,60,214,2518,1227,1291,168,25,143,2309,1091,1218,97,26,71,149,93,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,60,43,17,158,15,143,2278,1077,1201,10,10,0,31,14,17
18091040500,329,108,221,2864,1369,1495,287,74,213,2721,1310,1411,35,27,8,111,59,52,0,0,0,0,0,0,0,0,0,21,0,21,7,7,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,287,74,213,2436,1189,1247,0,0,0,296,121,175
18091040600,970,320,650,3603,1678,1925,346,199,147,3251,1509,1742,612,109,503,260,132,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,12,12,0,85,30,55,330,199,131,3181,1473,1708,16,0,16,91,57,34
18091040700,201,103,98,1459,690,769,65,54,11,1029,520,509,41,6,35,246,68,178,0,0,0,18,0,18,0,0,0,76,40,36,0,0,0,0,0,0,95,43,52,40,40,0,0,0,0,50,22,28,65,54,11,1017,520,497,95,43,52,47,35,12
18091040800,591,212,379,2402,1047,1355,523,151,372,2008,924,1084,21,21,0,288,86,202,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,9,47,40,7,73,29,44,523,151,372,1939,890,1049,0,0,0,86,42,44
18091040900,728,278,450,1832,847,985,72,14,58,623,316,307,656,264,392,1128,486,642,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,45,34,72,14,58,611,316,295,0,0,0,12,0,12
18091041100,45,30,15,2277,980,1297,43,28,15,2089,914,1175,0,0,0,28,10,18,0,0,0,3,2,1,2,2,0,61,24,37,0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,63,30,33,43,28,15,2070,914,1156,0,0,0,87,13,74
18091041200,136,68,68,1014,481,533,136,68,68,974,461,513,0,0,0,29,14,15,0,0,0,4,1,3,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,68,68,971,461,510,0,0,0,3,0,3
18091041300,651,309,342,1659,865,794,487,245,242,1349,738,611,139,54,85,229,78,151,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,25,10,15,47,15,32,485,245,240,1340,738,602,2,0,2,34,25,9
